Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
58959575,09/30/2023 01:22:00 AM,09/30/2023 01:42:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,785 COURTLANDT AVENUE,COURTLANDT AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 01:42:29 AM,01 BRONX,2024160001,BRONX,1007271,238911,ONLINE,Unspecified,BRONX,,,,,,,,40.82240110281109,-73.91682314277746,"(40.82240110281109, -73.91682314277746)",10929,49,5,43,23
58959592,09/30/2023 01:20:29 AM,09/30/2023 01:23:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,122 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:24:01 AM,10 MANHATTAN,,MANHATTAN,997349,232098,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80372160649713,-73.95268547035128,"(40.80372160649713, -73.95268547035128)",12423,18,4,36,18
58964143,09/30/2023 01:19:26 AM,09/30/2023 01:34:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,2 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  111 STREET,WEST  112 STREET,WEST  111 STREET,WEST  112 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:34:07 AM,10 MANHATTAN,1018210031,MANHATTAN,997428,230424,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.799126817836154,-73.9524034021969,"(40.799126817836154, -73.9524034021969)",12423,18,4,36,18
58965792,09/30/2023 01:17:40 AM,09/30/2023 01:24:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,1925 7 AVENUE,7 AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:24:36 AM,10 MANHATTAN,1019010001,MANHATTAN,997439,231993,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.803433276488676,-73.95236059020847,"(40.803433276488676, -73.95236059020847)",12423,18,4,36,18
58962635,09/30/2023 01:17:10 AM,09/30/2023 01:32:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,940 GATES AVENUE,GATES AVENUE,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:32:42 AM,03 BROOKLYN,3016380006,BROOKLYN,1004743,190315,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.689023758970876,-73.92610513628088,"(40.689023758970876, -73.92610513628088)",18181,69,2,17,52
58965777,09/30/2023 01:16:24 AM,09/30/2023 01:39:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3540 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ADDRESS,BRONX,ROCHAMBEAU AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/30/2023 01:39:17 AM,07 BRONX,2033280082,BRONX,1017708,260820,ONLINE,Unspecified,BRONX,,,,,,,,40.88250137283987,-73.87900406214986,"(40.88250137283987, -73.87900406214986)",11605,24,5,40,34
58958081,09/30/2023 01:14:33 AM,09/30/2023 01:36:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10019,358 WEST   52 STREET,WEST   52 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   52 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 01:36:12 AM,04 MANHATTAN,1010420054,MANHATTAN,987811,217752,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.764354648974255,-73.9871450153127,"(40.764354648974255, -73.9871450153127)",12081,12,4,10,10
58964907,09/30/2023 01:14:32 AM,09/30/2023 03:28:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11208,3024 FULTON STREET,FULTON STREET,LINWOOD STREET,ESSEX STREET,LINWOOD STREET,ESSEX STREET,ADDRESS,BROOKLYN,FULTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 03:28:16 AM,05 BROOKLYN,3039560048,BROOKLYN,1016639,187183,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68039160308014,-73.88322493719589,"(40.68039160308014, -73.88322493719589)",17215,45,2,37,47
58958090,09/30/2023 01:12:55 AM,09/30/2023 02:04:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10301,353 VICTORY BOULEVARD,VICTORY BOULEVARD,CEBRA AVENUE,AUSTIN PLACE,CEBRA AVENUE,AUSTIN PLACE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 02:05:03 AM,01 STATEN ISLAND,5001150069,STATEN ISLAND,960343,170088,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.633496572873746,-74.08613354119923,"(40.633496572873746, -74.08613354119923)",10369,4,1,13,74
58964169,09/30/2023 01:11:49 AM,09/30/2023 01:18:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,1925 7 AVENUE,7 AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:18:50 AM,10 MANHATTAN,1019010001,MANHATTAN,997439,231993,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.803433276488676,-73.95236059020847,"(40.803433276488676, -73.95236059020847)",12423,18,4,36,18
58967343,09/30/2023 01:10:57 AM,09/30/2023 01:28:33 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,853 RIVERSIDE DRIVE,RIVERSIDE DRIVE,EDWARD M MORGAN PLACE,WEST  160 STREET,EDWARD M MORGAN PLACE,WEST  160 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 01:28:37 AM,12 MANHATTAN,1021350020,MANHATTAN,998977,244083,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83661448157966,-73.9467787166514,"(40.83661448157966, -73.9467787166514)",13090,47,4,23,21
58967347,09/30/2023 01:10:25 AM,09/30/2023 01:38:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11373,79-02 45 AVENUE,45 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,ELMHURST,45 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 01:38:26 AM,04 QUEENS,4015320001,QUEENS,1015955,209372,ONLINE,Unspecified,QUEENS,,,,,,,,40.7412975589001,-73.88558653243682,"(40.7412975589001, -73.88558653243682)",14784,66,3,5,68
58964170,09/30/2023 01:07:43 AM,09/30/2023 01:18:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,1925 7 AVENUE,7 AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:18:32 AM,10 MANHATTAN,1019010001,MANHATTAN,997439,231993,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.803433276488676,-73.95236059020847,"(40.803433276488676, -73.95236059020847)",12423,18,4,36,18
58967326,09/30/2023 01:05:56 AM,09/30/2023 01:55:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10461,1452 BLONDELL AVENUE,BLONDELL AVENUE,ST RAYMOND AVENUE,CHESBROUGH AVENUE,ST RAYMOND AVENUE,CHESBROUGH AVENUE,ADDRESS,BRONX,BLONDELL AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 01:55:42 AM,11 BRONX,2041410002,BRONX,1027448,246894,MOBILE,Unspecified,BRONX,,,,,,,,40.84423647363205,-73.84387061208709,"(40.84423647363205, -73.84387061208709)",11270,59,5,12,32
58967345,09/30/2023 01:01:45 AM,09/30/2023 01:10:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,37-65 93 STREET,93 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:11:02 AM,03 QUEENS,4014810052,QUEENS,1019210,212348,MOBILE,Unspecified,QUEENS,,,,,,,,40.74945365672029,-73.87382479787311,"(40.74945365672029, -73.87382479787311)",14783,65,3,21,73
58959596,09/30/2023 12:58:36 AM,09/30/2023 01:33:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11206,165 MONTROSE AVENUE,MONTROSE AVENUE,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,MONTROSE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:33:52 AM,01 BROOKLYN,3030530032,BROOKLYN,1000182,197009,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70740661035493,-73.94253561828593,"(40.70740661035493, -73.94253561828593)",17213,36,2,30,56
58965791,09/30/2023 12:54:32 AM,09/30/2023 01:01:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,601 WEST  140 STREET,WEST  140 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  140 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/30/2023 01:01:53 AM,09 MANHATTAN,1020880029,MANHATTAN,997262,239255,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.823365700109825,-73.95298584578065,"(40.823365700109825, -73.95298584578065)",12428,37,4,23,19
58962639,09/30/2023 12:52:34 AM,09/30/2023 01:16:28 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,101 WEST  126 STREET,WEST  126 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  126 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:16:32 AM,10 MANHATTAN,1019110029,MANHATTAN,999349,233895,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.808650683577945,-73.94545728674434,"(40.808650683577945, -73.94545728674434)",12424,18,4,36,18
58958089,09/30/2023 12:50:50 AM,09/30/2023 12:57:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,192 ORCHARD STREET,ORCHARD STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ORCHARD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:57:04 AM,03 MANHATTAN,1004120011,MANHATTAN,987540,202386,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72217892201242,-73.98813082421977,"(40.72217892201242, -73.98813082421977)",11723,70,4,32,4
58965768,09/30/2023 12:50:37 AM,09/30/2023 01:21:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,128 AUDUBON AVENUE,AUDUBON AVENUE,WEST  171 STREET,WEST  172 STREET,WEST  171 STREET,WEST  172 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:21:41 AM,12 MANHATTAN,1021280015,MANHATTAN,1001738,246283,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8426478040345,-73.93679512195254,"(40.8426478040345, -73.93679512195254)",13090,47,4,39,21
58956513,09/30/2023 12:49:50 AM,09/30/2023 01:25:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11434,179-12 142 AVENUE,142 AVENUE,FARMERS BOULEVARD,180 STREET,FARMERS BOULEVARD,180 STREET,ADDRESS,JAMAICA,142 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:25:41 AM,12 QUEENS,4130490051,QUEENS,1049470,183544,ONLINE,Unspecified,QUEENS,,,,,,,,40.67022238968656,-73.76489192990815,"(40.67022238968656, -73.76489192990815)",24669,41,3,47,71
58964160,09/30/2023 12:49:30 AM,09/30/2023 01:33:03 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10019,350 WEST   52 STREET,WEST   52 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   52 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 01:33:06 AM,04 MANHATTAN,1010420052,MANHATTAN,987847,217732,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76429973956195,-73.98701506829477,"(40.76429973956195, -73.98701506829477)",12081,12,4,10,10
58967321,09/30/2023 12:48:09 AM,09/30/2023 12:50:07 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,466 EAST   10 STREET,EAST   10 STREET,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   10 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 12:50:09 AM,03 MANHATTAN,1003620010,MANHATTAN,991338,203190,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7243834794696,-73.97442811493946,"(40.7243834794696, -73.97442811493946)",11729,70,4,50,5
58958093,09/30/2023 12:47:37 AM,09/30/2023 01:00:48 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,AVENUE D,AVENUE D,AVENUE D,EAST    5 STREET,AVENUE D,EAST    5 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:00:52 AM,03 MANHATTAN,,MANHATTAN,990529,202280,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72188636104147,-73.97734765101214,"(40.72188636104147, -73.97734765101214)",11729,70,4,50,5
58961119,09/30/2023 12:44:55 AM,09/30/2023 12:57:28 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11106,36-39 35 STREET,35 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,35 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:57:32 AM,01 QUEENS,4006350015,QUEENS,1004393,214045,ONLINE,Unspecified,QUEENS,,,,,,,,40.75415765648525,-73.92729616747322,"(40.75415765648525, -73.92729616747322)",16863,39,3,33,72
58964157,09/30/2023 12:44:04 AM,09/30/2023 01:02:28 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11205,82 ST EDWARDS STREET,ST EDWARDS STREET,MONUMENT WALK,AUBURN PLACE,MONUMENT WALK,AUBURN PLACE,ADDRESS,BROOKLYN,ST EDWARDS STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:02:32 AM,02 BROOKLYN,3020340001,BROOKLYN,990346,192320,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69454864662858,-73.97801686584596,"(40.69454864662858, -73.97801686584596)",17212,68,2,48,55
58956514,09/30/2023 12:43:31 AM,09/30/2023 01:21:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,43 ESSEX STREET,ESSEX STREET,HESTER STREET,GRAND STREET,HESTER STREET,GRAND STREET,ADDRESS,NEW YORK,ESSEX STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,09/30/2023 01:21:16 AM,03 MANHATTAN,1003100024,MANHATTAN,987190,200233,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71626957830306,-73.98939444287942,"(40.71626957830306, -73.98939444287942)",11723,70,4,32,4
58959562,09/30/2023 12:43:11 AM,09/30/2023 01:08:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,WEST  203 STREET,WEST  203 STREET,10 AVENUE,WEST  203 STREET,10 AVENUE,WEST  203 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:08:27 AM,12 MANHATTAN,,MANHATTAN,1006165,253314,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.861935926070025,-73.9207721466384,"(40.861935926070025, -73.9207721466384)",13092,47,4,39,22
58967332,09/30/2023 12:41:44 AM,09/30/2023 01:19:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2381 VALENTINE AVENUE,VALENTINE AVENUE,EAST  184 STREET,EAST  187 STREET,EAST  184 STREET,EAST  187 STREET,ADDRESS,BRONX,VALENTINE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:19:07 AM,05 BRONX,2031520032,BRONX,1012684,252305,ONLINE,Unspecified,BRONX,,,,,,,,40.85914793650589,-73.89720873576061,"(40.85914793650589, -73.89720873576061)",10936,6,5,22,29
58962644,09/30/2023 12:41:43 AM,09/30/2023 01:00:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,1925 7 AVENUE,7 AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:01:02 AM,10 MANHATTAN,1019010001,MANHATTAN,997439,231993,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.803433276488676,-73.95236059020847,"(40.803433276488676, -73.95236059020847)",12423,18,4,36,18
58967339,09/30/2023 12:41:39 AM,09/30/2023 01:19:40 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,51 CANAL STREET,CANAL STREET,LUDLOW STREET,ORCHARD STREET,LUDLOW STREET,ORCHARD STREET,ADDRESS,NEW YORK,CANAL STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,09/30/2023 01:19:45 AM,03 MANHATTAN,1002987501,MANHATTAN,986551,199715,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.714847981513095,-73.99169970529731,"(40.714847981513095, -73.99169970529731)",11723,70,4,32,4
58958082,09/30/2023 12:39:38 AM,09/30/2023 01:01:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,505 COLUMBIA STREET,COLUMBIA STREET,BUSH STREET,LORRAINE STREET,BUSH STREET,LORRAINE STREET,ADDRESS,BROOKLYN,COLUMBIA STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 01:01:52 AM,06 BROOKLYN,3005380001,BROOKLYN,982181,185242,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67512301127099,-74.00745896591982,"(40.67512301127099, -74.00745896591982)",13514,14,2,7,48
58967333,09/30/2023 12:37:51 AM,09/30/2023 12:47:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,20 AVENUE D,AVENUE D,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,ADDRESS,NEW YORK,AVENUE D,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:47:12 AM,03 MANHATTAN,1003560001,MANHATTAN,990295,201851,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7207090226164,-73.97819222319721,"(40.7207090226164, -73.97819222319721)",11729,70,4,50,5
58967350,09/30/2023 12:37:25 AM,09/30/2023 01:09:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,EAST  169 STREET,EAST  169 STREET,EAST  169 STREET,WASHINGTON AVENUE,EAST  169 STREET,WASHINGTON AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 01:09:24 AM,03 BRONX,,BRONX,1010285,242794,ONLINE,Unspecified,BRONX,,,,,,,,40.83305045391976,-73.9059182407106,"(40.83305045391976, -73.9059182407106)",10934,34,5,42,25
58959593,09/30/2023 12:37:16 AM,09/30/2023 12:50:02 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10023,BROADWAY,BROADWAY,BROADWAY,WEST   69 STREET,BROADWAY,WEST   69 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/30/2023 12:50:06 AM,07 MANHATTAN,,MANHATTAN,989197,222103,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77629634336559,-73.98213844041697,"(40.77629634336559, -73.98213844041697)",12420,20,4,19,12
58964154,09/30/2023 12:35:30 AM,09/30/2023 12:41:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,127 WEST   70 STREET,WEST   70 STREET,COLUMBUS AVENUE,BROADWAY,COLUMBUS AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   70 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 12:41:14 AM,07 MANHATTAN,1011420022,MANHATTAN,989615,222173,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.776488231126265,-73.98062916041712,"(40.776488231126265, -73.98062916041712)",12420,20,4,19,12
58967340,09/30/2023 12:34:26 AM,09/30/2023 12:48:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,1773 3 AVENUE,3 AVENUE,EAST   98 STREET,EAST   99 STREET,EAST   98 STREET,EAST   99 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 12:48:09 AM,11 MANHATTAN,1016470001,MANHATTAN,998552,225825,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.786502058750315,-73.94835350808599,"(40.786502058750315, -73.94835350808599)",12426,7,4,35,14
58962617,09/30/2023 12:33:00 AM,09/30/2023 12:36:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1158 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:36:46 AM,04 BRONX,2024790001,BRONX,1006131,243252,MOBILE,Unspecified,BRONX,,,,,,,,40.834318800045416,-73.92092790077417,"(40.834318800045416, -73.92092790077417)",10930,50,5,42,27
58967330,09/30/2023 12:29:32 AM,09/30/2023 12:36:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1158 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:36:46 AM,04 BRONX,2024790001,BRONX,1006131,243252,MOBILE,Unspecified,BRONX,,,,,,,,40.834318800045416,-73.92092790077417,"(40.834318800045416, -73.92092790077417)",10930,50,5,42,27
58964171,09/30/2023 12:29:05 AM,09/30/2023 12:40:52 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,1925 7 AVENUE,7 AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:40:56 AM,10 MANHATTAN,1019010001,MANHATTAN,997439,231993,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.803433276488676,-73.95236059020847,"(40.803433276488676, -73.95236059020847)",12423,18,4,36,18
58965781,09/30/2023 12:28:26 AM,09/30/2023 12:49:15 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1365 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,COLLEGE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:49:19 AM,04 BRONX,2027850050,BRONX,1008862,244138,ONLINE,Unspecified,BRONX,,,,,,,,40.83674342413384,-73.91105555041887,"(40.83674342413384, -73.91105555041887)",10934,50,5,42,27
58959589,09/30/2023 12:24:42 AM,09/30/2023 12:39:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10024,573 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   87 STREET,WEST   88 STREET,WEST   87 STREET,WEST   88 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 12:39:54 AM,07 MANHATTAN,1012010063,MANHATTAN,992176,226208,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78756130936823,-73.97137766808318,"(40.78756130936823, -73.97137766808318)",12421,20,4,19,15
